codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_locales
2251,COBSA COBERTURA DE CHOCOLATE 57-05 X 5 KG,"Chocolate COBSA COBERTURA DE CHOCOLATE 57-05 X 5 KG, marca MAPSA, 5 KG.",Chocolate / cobertura / cacao para heladería: COBSA COBERTURA DE CHOCOLATE 57-05 X 5 KG. Marca MAPSA. Categoría: CACAOS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2180,COBSA COBERTURA DE CHOCOLATE 57-09 X 3 KG,"Chocolate COBSA COBERTURA DE CHOCOLATE 57-09 X 3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: COBSA COBERTURA DE CHOCOLATE 57-09 X 3 KG. Marca MAPSA. Categoría: CACAOS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
1276,EASY CHOC BLANCO 12 UDS X 150 GRS,"Chocolate EASY CHOC BLANCO 12 UDS X 150 GRS, marca MAPSA, 150 GRS.",Chocolate / cobertura / cacao para heladería: EASY CHOC BLANCO 12 UDS X 150 GRS. Marca MAPSA. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
1277,EASY CHOC LECHE 12 UDS X 150 GRS,"Chocolate EASY CHOC LECHE 12 UDS X 150 GRS, marca MAPSA, 150 GRS.",Chocolate / cobertura / cacao para heladería: EASY CHOC LECHE 12 UDS X 150 GRS. Marca MAPSA. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
1275,EASY CHOC SEMI AMARGO 12 UDS X 150 GRS,"Chocolate EASY CHOC SEMI AMARGO 12 UDS X 150 GRS, marca MAPSA, 150 GRS.",Chocolate / cobertura / cacao para heladería: EASY CHOC SEMI AMARGO 12 UDS X 150 GRS. Marca MAPSA. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2224,GOTA/DROPS BLANCA REPOSTERA X 3 KG,"Chocolate GOTA/DROPS BLANCA REPOSTERA X 3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: GOTA/DROPS BLANCA REPOSTERA X 3 KG. Marca MAPSA. Categoría: GRANULADOS Y GOTAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2223,GOTA/DROPS S/AMARGA REPOSTERA X 3 KG,"Chocolate GOTA/DROPS S/AMARGA REPOSTERA X 3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: GOTA/DROPS S/AMARGA REPOSTERA X 3 KG. Marca MAPSA. Categoría: GRANULADOS Y GOTAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2593,GOTA/DROPS S/AMARGA REPOSTERA X 7 KG MEDIANAS,"Chocolate GOTA/DROPS S/AMARGA REPOSTERA X 7 KG MEDIANAS, marca MAPSA, 7 KG.",Chocolate / cobertura / cacao para heladería: GOTA/DROPS S/AMARGA REPOSTERA X 7 KG MEDIANAS. Marca MAPSA. Categoría: GRANULADOS Y GOTAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
1220,GRANULADO BLANCO REPOSTERO 56-16 X 3 KG,"Chocolate GRANULADO BLANCO REPOSTERO 56-16 X 3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: GRANULADO BLANCO REPOSTERO 56-16 X 3 KG. Marca MAPSA. Categoría: GRANULADOS Y GOTAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2953,GRANULADO CHUNKS BLANCO CAJA X 1 KG,"Chocolate GRANULADO CHUNKS BLANCO CAJA X 1 KG, marca MAPSA, 1 KG.",Chocolate / cobertura / cacao para heladería: GRANULADO CHUNKS BLANCO CAJA X 1 KG. Marca MAPSA. Categoría: GRANULADOS Y GOTAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2952,GRANULADO CHUNKS BLANCO CAJA X 3 KG (6U 500 GRS),"Chocolate GRANULADO CHUNKS BLANCO CAJA X 3 KG (6U 500 GRS), marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: GRANULADO CHUNKS BLANCO CAJA X 3 KG (6U 500 GRS). Marca MAPSA. Categoría: GRANULADOS Y GOTAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2951,GRANULADO CHUNKS S/AMARGO CAJA X 3 KG (6U 500 GRS),"Chocolate GRANULADO CHUNKS S/AMARGO CAJA X 3 KG (6U 500 GRS), marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: GRANULADO CHUNKS S/AMARGO CAJA X 3 KG (6U 500 GRS). Marca MAPSA. Categoría: GRANULADOS Y GOTAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2950,GRANULADO CHUNKS S/AMARGO X 1 KG,"Chocolate GRANULADO CHUNKS S/AMARGO X 1 KG, marca MAPSA, 1 KG.",Chocolate / cobertura / cacao para heladería: GRANULADO CHUNKS S/AMARGO X 1 KG. Marca MAPSA. Categoría: GRANULADOS Y GOTAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
1221,GRANULADO SEMI AMARGO REPOSTERO X 3 KG,"Chocolate GRANULADO SEMI AMARGO REPOSTERO X 3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: GRANULADO SEMI AMARGO REPOSTERO X 3 KG. Marca MAPSA. Categoría: GRANULADOS Y GOTAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
1204,MAPSACUBER BLANCO X 1 KG,"Chocolate MAPSACUBER BLANCO X 1 KG, 1 KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER BLANCO X 1 KG. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2890,MAPSACUBER BLANCO X CAJA 5 KG,"Chocolate MAPSACUBER BLANCO X CAJA 5 KG, 5 KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER BLANCO X CAJA 5 KG. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2645,MAPSACUBER CELESTE X 1 KG,"Chocolate MAPSACUBER CELESTE X 1 KG, 1 KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER CELESTE X 1 KG. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2891,MAPSACUBER CELESTE X CAJA 3 KG,"Chocolate MAPSACUBER CELESTE X CAJA 3 KG, 3 KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER CELESTE X CAJA 3 KG. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2490,MAPSACUBER FRUTILLA X 1 KG,"Chocolate MAPSACUBER FRUTILLA X 1 KG, 1 KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER FRUTILLA X 1 KG. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2892,MAPSACUBER FRUTILLA X CAJA 3 KG,"Chocolate MAPSACUBER FRUTILLA X CAJA 3 KG, 3 KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER FRUTILLA X CAJA 3 KG. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
1203,MAPSACUBER LECHE X 1 KG,"Chocolate MAPSACUBER LECHE X 1 KG, 1 KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER LECHE X 1 KG. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2889,MAPSACUBER LECHE X CAJA 5 KG,"Chocolate MAPSACUBER LECHE X CAJA 5 KG, 5 KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER LECHE X CAJA 5 KG. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2904,"MAPSACUBER SEMI AMARGO CAJA 10 KG (4X2,5 KG)","Chocolate MAPSACUBER SEMI AMARGO CAJA 10 KG (4X2,5 KG), 10 KG, x4 unidades.","Chocolate / cobertura / cacao para heladería: MAPSACUBER SEMI AMARGO CAJA 10 KG (4X2,5 KG). Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.",
1202,MAPSACUBER SEMI AMARGO X 1 KG,"Chocolate MAPSACUBER SEMI AMARGO X 1 KG, 1 KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER SEMI AMARGO X 1 KG. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2902,"MAPSACUBER SEMI AMARGO X 2,5 KG","Chocolate MAPSACUBER SEMI AMARGO X 2,5 KG, 2.5 KG.","Chocolate / cobertura / cacao para heladería: MAPSACUBER SEMI AMARGO X 2,5 KG. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.",
2888,MAPSACUBER SEMI AMARGO X CAJA 5 KG,"Chocolate MAPSACUBER SEMI AMARGO X CAJA 5 KG, 5 KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER SEMI AMARGO X CAJA 5 KG. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2827,MAPSACUBER SIN AZUCAR X 1KG,"Chocolate MAPSACUBER SIN AZUCAR X 1KG, 1KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER SIN AZUCAR X 1KG. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2602,MAPSACUBER SIN AZUCAR X CAJA 3 KG,"Chocolate MAPSACUBER SIN AZUCAR X CAJA 3 KG, 3 KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER SIN AZUCAR X CAJA 3 KG. Categoría: CHOCOLATE SIN AZÚCAR / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2701,MICRO GOTA BLANCA X 3 KG,"Chocolate MICRO GOTA BLANCA X 3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: MICRO GOTA BLANCA X 3 KG. Marca MAPSA. Categoría: CACAOS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2242,MICRO GOTA SEMI AMARGA X 3 KG,"Chocolate MICRO GOTA SEMI AMARGA X 3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: MICRO GOTA SEMI AMARGA X 3 KG. Marca MAPSA. Categoría: CACAOS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2344,MINI GOTA BLANCA X 3 KG,"Chocolate MINI GOTA BLANCA X 3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: MINI GOTA BLANCA X 3 KG. Marca MAPSA. Categoría: CACAOS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2237,MINI GOTA S/ AMARGA X3 KG,"Chocolate MINI GOTA S/ AMARGA X3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: MINI GOTA S/ AMARGA X3 KG. Marca MAPSA. Categoría: CACAOS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2826,MINI GOTA/DROPS BLANCA X 7 KG A GRANEL,"Chocolate MINI GOTA/DROPS BLANCA X 7 KG A GRANEL, marca MAPSA, 7 KG.",Chocolate / cobertura / cacao para heladería: MINI GOTA/DROPS BLANCA X 7 KG A GRANEL. Marca MAPSA. Categoría: GRANULADOS Y GOTAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2672,MINI GOTA/DROPS S/AMARGA REPOSTERA X 7 KG,"Chocolate MINI GOTA/DROPS S/AMARGA REPOSTERA X 7 KG, marca MAPSA, 7 KG.",Chocolate / cobertura / cacao para heladería: MINI GOTA/DROPS S/AMARGA REPOSTERA X 7 KG. Marca MAPSA. Categoría: GRANULADOS Y GOTAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
1838,REDONDELA BOMBON BANANITA X 3 KG A GRANEL,"Chocolate REDONDELA BOMBON BANANITA X 3 KG A GRANEL, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: REDONDELA BOMBON BANANITA X 3 KG A GRANEL. Marca MAPSA. Categoría: BOMBONES Y REDONDELAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2847,REDONDELA BOMBON DULCE DE LECHE CAJA 6U X 500 GRS,"Chocolate REDONDELA BOMBON DULCE DE LECHE CAJA 6U X 500 GRS, marca MAPSA, 500 GRS, x6 unidades.",Chocolate / cobertura / cacao para heladería: REDONDELA BOMBON DULCE DE LECHE CAJA 6U X 500 GRS. Marca MAPSA. Categoría: BOMBONES Y REDONDELAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2915,REDONDELA BOMBON DULCE DE LECHE X 1 KILO,"Chocolate REDONDELA BOMBON DULCE DE LECHE X 1 KILO, marca MAPSA.",Chocolate / cobertura / cacao para heladería: REDONDELA BOMBON DULCE DE LECHE X 1 KILO. Marca MAPSA. Categoría: BOMBONES Y REDONDELAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
1902,REDONDELA BOMBON FRUTILLA X 3 KG A GRANEL,"Chocolate REDONDELA BOMBON FRUTILLA X 3 KG A GRANEL, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: REDONDELA BOMBON FRUTILLA X 3 KG A GRANEL. Marca MAPSA. Categoría: BOMBONES Y REDONDELAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2848,REDONDELA BOMBON MANÍ CAJA 3 KG (6U X 500 GRS),"Chocolate REDONDELA BOMBON MANÍ CAJA 3 KG (6U X 500 GRS), marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: REDONDELA BOMBON MANÍ CAJA 3 KG (6U X 500 GRS). Marca MAPSA. Categoría: BOMBONES Y REDONDELAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2916,REDONDELA BOMBON MANÍ X 1 KILO,"Chocolate REDONDELA BOMBON MANÍ X 1 KILO, marca MAPSA.",Chocolate / cobertura / cacao para heladería: REDONDELA BOMBON MANÍ X 1 KILO. Marca MAPSA. Categoría: BOMBONES Y REDONDELAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
1273,REDONDELA BOMBON MARROC X 3 KG A GRANEL,"Chocolate REDONDELA BOMBON MARROC X 3 KG A GRANEL, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: REDONDELA BOMBON MARROC X 3 KG A GRANEL. Marca MAPSA. Categoría: BOMBONES Y REDONDELAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2955,REDONDELA BOMBON PISTACHO CAJA X 1 KG,"Chocolate REDONDELA BOMBON PISTACHO CAJA X 1 KG, marca MAPSA, 1 KG.",Chocolate / cobertura / cacao para heladería: REDONDELA BOMBON PISTACHO CAJA X 1 KG. Marca MAPSA. Categoría: BOMBONES Y REDONDELAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2954,REDONDELA BOMBON PISTACHO CAJA X 3 KG (6U 500 GRS),"Chocolate REDONDELA BOMBON PISTACHO CAJA X 3 KG (6U 500 GRS), marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: REDONDELA BOMBON PISTACHO CAJA X 3 KG (6U 500 GRS). Marca MAPSA. Categoría: BOMBONES Y REDONDELAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,
2643,ACIDO CITRICO X 1 KG,"Insumo de repostería ACIDO CITRICO X 1 KG, marca ALZOL, 1 KG.",Insumo de repostería: ACIDO CITRICO X 1 KG. Marca POLVOS SOLUBLES Y ADITIVOS P. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1709,AZUCAR IMPALPABLE EXTRA X 1 KG,"Insumo de repostería AZUCAR IMPALPABLE EXTRA X 1 KG, marca DGE, 1 KG.",Insumo de repostería: AZUCAR IMPALPABLE EXTRA X 1 KG. Marca POLVOS SOLUBLES Y ADITIVOS P. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1708,AZUCAR IMPALPABLE EXTRA X 5 KG,"Insumo de repostería AZUCAR IMPALPABLE EXTRA X 5 KG, marca DGE, 5 KG.",Insumo de repostería: AZUCAR IMPALPABLE EXTRA X 5 KG. Marca POLVOS SOLUBLES Y ADITIVOS P. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1938,BICARBONATO DE SODIO ALZOL X 1 KG,"Insumo de repostería BICARBONATO DE SODIO ALZOL X 1 KG, 1 KG.",Insumo de repostería: BICARBONATO DE SODIO ALZOL X 1 KG. Marca POLVOS SOLUBLES Y ADITIVOS P. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1971,BICARBONATO DE SODIO ALZOL X 10 KG,"Insumo de repostería BICARBONATO DE SODIO ALZOL X 10 KG, 10 KG.",Insumo de repostería: BICARBONATO DE SODIO ALZOL X 10 KG. Marca POLVOS SOLUBLES Y ADITIVOS P. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2830,"BRILLANTINA COMESTIBLE, AMARILLO PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, AMARILLO PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, AMARILLO PACK X 4. Marca GRANAS Y GRAGEAS. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",
2831,"BRILLANTINA COMESTIBLE, AZUL PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, AZUL PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, AZUL PACK X 4. Marca GRANAS Y GRAGEAS. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",
2832,"BRILLANTINA COMESTIBLE, BLANCO PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, BLANCO PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, BLANCO PACK X 4. Marca GRANAS Y GRAGEAS. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",
2833,"BRILLANTINA COMESTIBLE, CELESTE PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, CELESTE PACK X 4, marca PASTELAR.","Decoración para pastelería y helados: BRILLANTINA COMESTIBLE, CELESTE PACK X 4. Marca GRANAS Y GRAGEAS. Categoría: DECORACIÓN / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",
2834,"BRILLANTINA COMESTIBLE, DORADO PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, DORADO PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, DORADO PACK X 4. Marca GRANAS Y GRAGEAS. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",
2835,"BRILLANTINA COMESTIBLE, FUCSIA PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, FUCSIA PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, FUCSIA PACK X 4. Marca GRANAS Y GRAGEAS. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",
2836,"BRILLANTINA COMESTIBLE, LILA PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, LILA PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, LILA PACK X 4. Marca GRANAS Y GRAGEAS. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",
2829,"BRILLANTINA COMESTIBLE, NARANJA PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, NARANJA PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, NARANJA PACK X 4. Marca GRANAS Y GRAGEAS. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",
2837,"BRILLANTINA COMESTIBLE, NEGRO PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, NEGRO PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, NEGRO PACK X 4. Marca GRANAS Y GRAGEAS. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",
2838,"BRILLANTINA COMESTIBLE, PLATEADO PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, PLATEADO PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, PLATEADO PACK X 4. Marca GRANAS Y GRAGEAS. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",
2839,"BRILLANTINA COMESTIBLE, ROJO PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, ROJO PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, ROJO PACK X 4. Marca GRANAS Y GRAGEAS. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",
2840,"BRILLANTINA COMESTIBLE, ROSA PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, ROSA PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, ROSA PACK X 4. Marca GRANAS Y GRAGEAS. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",
2841,"BRILLANTINA COMESTIBLE, VIOLETA PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, VIOLETA PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, VIOLETA PACK X 4. Marca GRANAS Y GRAGEAS. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",
2150,CARBON VEGETAL NATURAL NEGRO X 75 GR,"Insumo de repostería CARBON VEGETAL NATURAL NEGRO X 75 GR, marca PASTELAR, 75 GR.",Insumo de repostería: CARBON VEGETAL NATURAL NEGRO X 75 GR. Marca COLORANTES Y ESENCIAS REPOSTERIA. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1939,CMC ALZOL X 1 KG,"Insumo de repostería CMC ALZOL X 1 KG, 1 KG.",Insumo de repostería: CMC ALZOL X 1 KG. Marca POLVOS SOLUBLES Y ADITIVOS P. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2315,COCO RALLADO ALZOL X 1 KG AMARILLO,"Insumo de repostería COCO RALLADO ALZOL X 1 KG AMARILLO, 1 KG.",Insumo de repostería: COCO RALLADO ALZOL X 1 KG AMARILLO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2314,COCO RALLADO ALZOL X 1 KG AZUL,"Insumo de repostería COCO RALLADO ALZOL X 1 KG AZUL, 1 KG.",Insumo de repostería: COCO RALLADO ALZOL X 1 KG AZUL. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2317,COCO RALLADO ALZOL X 1 KG CELESTE,"Insumo de repostería COCO RALLADO ALZOL X 1 KG CELESTE, 1 KG.",Insumo de repostería: COCO RALLADO ALZOL X 1 KG CELESTE. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2313,COCO RALLADO ALZOL X 1 KG ROJO,"Insumo de repostería COCO RALLADO ALZOL X 1 KG ROJO, 1 KG.",Insumo de repostería: COCO RALLADO ALZOL X 1 KG ROJO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2316,COCO RALLADO ALZOL X 1 KG ROSA,"Insumo de repostería COCO RALLADO ALZOL X 1 KG ROSA, 1 KG.",Insumo de repostería: COCO RALLADO ALZOL X 1 KG ROSA. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2343,COCO RALLADO ALZOL X 1 KG VERDE,"Insumo de repostería COCO RALLADO ALZOL X 1 KG VERDE, 1 KG.",Insumo de repostería: COCO RALLADO ALZOL X 1 KG VERDE. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2700,COCO RALLADO ALZOL X 1 KG VIOLETA,"Insumo de repostería COCO RALLADO ALZOL X 1 KG VIOLETA, 1 KG.",Insumo de repostería: COCO RALLADO ALZOL X 1 KG VIOLETA. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2555,COCO RALLADO HIGH FAT X 1 KG,"Insumo de repostería COCO RALLADO HIGH FAT X 1 KG, marca ANKAS DEL SUR, 1 KG.",Insumo de repostería: COCO RALLADO HIGH FAT X 1 KG. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2569,COCO RALLADO HIGH FAT X 1 KG SIN TACC,"Insumo de repostería COCO RALLADO HIGH FAT X 1 KG SIN TACC, marca VILLARES, 1 KG.",Insumo de repostería: COCO RALLADO HIGH FAT X 1 KG SIN TACC. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2922,COCO RALLADO HIGH FAT X 25 KG SIN TACC,"Insumo de repostería COCO RALLADO HIGH FAT X 25 KG SIN TACC, marca VILLARES, 25 KG.",Insumo de repostería: COCO RALLADO HIGH FAT X 25 KG SIN TACC. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2571,COCO RALLADO HIGH FAT X 4 KG SIN TACC,"Insumo de repostería COCO RALLADO HIGH FAT X 4 KG SIN TACC, marca VILLARES, 4 KG.",Insumo de repostería: COCO RALLADO HIGH FAT X 4 KG SIN TACC. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2564,COCO RALLADO HIGH FAT X25 KG,"Insumo de repostería COCO RALLADO HIGH FAT X25 KG, marca ALITEC, 25 KG.",Insumo de repostería: COCO RALLADO HIGH FAT X25 KG. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2168,COLORANTE P.BLANCO PERLA COMESTIBLE X 4 GR,"Insumo de repostería COLORANTE P.BLANCO PERLA COMESTIBLE X 4 GR, marca FLEIBOR, 4 GR.",Insumo de repostería: COLORANTE P.BLANCO PERLA COMESTIBLE X 4 GR. Marca COLORANTES Y ESENCIAS REPOSTERIA. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
