codigo_zona,nombre,zone_type,description,color,dia_visita,codigo_ruta,vendedor_codigo,n_clientes_excel,n_pts_geo,geometry_wkt,is_mock
134,Zona 134 (V13 - Jueves),sales,"Ruta ERP zona 134: vendedor 13, visita Jueves.",#D35400,jueves,13,13,37,31,"MULTIPOLYGON (((-64.50575860762054 -31.45040865895586, -64.50625625121323 -31.45070802051436, -64.50680224940633 -31.450905890323035, -64.50737614143395 -31.45099485339795, -64.50795642123511 -31.45097157593201, -64.50852134337308 -31.45083693022623, -64.50904973792503 -31.450595962001096, -64.50952180380487 -31.45025770131294, -64.50991985079021 -31.449834824161133, -64.51022896244673 -31.449343177467, -64.51043755510747 -31.44880118522541, -64.51360445510747 -31.43737818522541, -64.51369937413061 -31.436867484587108, -64.51370477506715 -31.436348066073, -64.51362049599416 -31.435835502125016, -64.51330629599417 -31.434603202125018, -64.513073796758 -31.43398533153539, -64.51271178651392 -31.433433273075135, -64.50746208651391 -31.427081073075133, -64.50681014659997 -31.426493683442256, -64.28483254659997 -31.278964483442255, -64.28432220172327 -31.278692253530945, -64.28376909988444 -31.278523021815047, -64.28319380178505 -31.278463079220682, -64.28261769323815 -31.278514654020675, -64.28206219018398 -31.278675829001962, -64.28154794258555 -31.27894061273501, -64.28109406679839 -31.279299162295903, -64.28071743494976 -31.279738149161755, -64.28043204774352 -31.280241254677826, -64.28024851400568 -31.28078977667817, -64.28017365631781 -31.2813633247096, -64.28021025739817 -31.281940578015092, -64.28035695665844 -31.28250007809983, -64.28060830078154 -31.28302102641739, -64.28095494644018 -31.283484057523403, -64.28138400762053 -31.283871958955856, -64.50575860762054 -31.45040865895586)))",false
135,Zona 135 (V13 - Viernes),sales,"Ruta ERP zona 135: vendedor 13, visita Viernes.",#D35400,viernes,13,13,39,35,"MULTIPOLYGON (((-64.54270284693465 -31.496652890155605, -64.54317104021165 -31.49697446571301, -64.54369145278875 -31.497202032260084, -64.54424542985356 -31.49732743240129, -64.54481311343442 -31.4973461710183, -64.54537415423319 -31.497257576402944, -64.54590844107018 -31.497064824335357, -64.54639682179356 -31.496774824244362, -64.56406902179356 -31.48387202424436, -64.56452582512543 -31.483460493176626, -64.5648891370989 -31.48296447753812, -64.56514369751697 -31.482404811479412, -64.56527881407548 -31.481805002660423, -64.56528881147203 -31.48119024485789, -64.54588981147204 -31.25720414485789, -64.54578639708997 -31.256641730474676, -64.54557814517962 -31.25610915595904, -64.54527262233059 -31.25562577178307, -64.5448809293582 -31.255209141145386, -64.54441729796848 -31.25487440183289, -64.54389857366566 -31.254633716206957, -64.54334360369054 -31.254495829298286, -64.54277255222803 -31.254465751066416, -64.54220616776507 -31.254544574368722, -64.54166502921865 -31.25472943525271, -64.54116879822486 -31.25501361701439, -64.54073550475644 -31.255386794241858, -64.54038089202477 -31.255835407977045, -64.54011784446865 -31.256343158364626, -64.53995591961336 -31.256891596888167, -64.50247091961336 -31.450093796888165, -64.50244606616265 -31.45024153385581, -64.50224766616265 -31.45163233385581, -64.50224479300311 -31.452459011859958, -64.50249899300312 -31.454334111859957, -64.502720223047 -31.455126434376567, -64.50525292304701 -31.460956534376567, -64.5057086087939 -31.461692231737114, -64.5169256087939 -31.475028631737114, -64.51729654693465 -31.475398590155603, -64.54270284693465 -31.496652890155605)))",false
136,Zona 136 (V13 - Sábado),sales,"Ruta ERP zona 136: vendedor 13, visita Sábado.",#D35400,sabado,13,13,25,11,"MULTIPOLYGON (((-64.57191924213201 -31.496057433837986, -64.57250129050011 -31.496097929630388, -64.57308016953712 -31.49602499628739, -64.57363398345143 -31.495841392473896, -64.57414178452635 -31.495554062906475, -64.57458436545639 -31.495173875673153, -64.5749449858533 -31.494715211153775, -64.57521000544244 -31.49419541808977, -64.57536939999882 -31.493634157377265, -64.57541714050815 -31.49305265840411, -64.57173874050815 -31.255466558404112, -64.57167196297713 -31.254881878175524, -64.57149233206961 -31.254321482828107, -64.57120675978744 -31.25380693576514, -64.57082623464137 -31.2533580361978, -64.57036539882503 -31.25299205729305, -64.56984198479924 -31.252723081520976, -64.56927613296628 -31.25256145877665, -64.56868961668904 -31.252513408127438, -64.56810500447578 -31.252580778510044, -64.56754479156842 -31.25276097758544, -64.19005699156843 -31.41658117758544, -64.1895453004615 -31.416865495484743, -64.18909856328848 -31.417243768342622, -64.18873378904388 -31.417701593863153, -64.18846486607976 -31.418221540875965, -64.18830203332291 -31.41878381300765, -64.18825149043982 -31.41936700240548, -64.18831516179155 -31.41994890481632, -64.18849062316596 -31.420507364987554, -64.18877119407679 -31.42102112020239, -64.18914619211527 -31.421470609832866, -64.18960133967039 -31.421838720087866, -64.19011930753219 -31.422111435600666, -64.1906803746811 -31.422278373047586, -64.56698447468109 -31.495225373047585, -64.56705714213201 -31.495238533837988, -64.57191924213201 -31.496057433837986)))",false
151,Zona 151 (V15 - Lunes),sales,"Ruta ERP zona 151: vendedor 15, visita Lunes.",#27AE60,lunes,15,15,367,159,"MULTIPOLYGON (((-64.299672 -31292413, -64.29972964698707 -31292413.000585284, -64.29990037249823 -31292413.00114808, -64.30017761532591 -31292413.001666747, -64.30055072066096 -31292413.002121363, -64.30100534957111 -31292413.00249445, -64.30152403006508 -31292413.00277167, -64.3020868285644 -31292413.002942376, -64.30267211597712 -31292413.003, -64305855.00000012 -31289927.003, -64305855.00057273 -31289927.002944823, -64305855.001124285 -31289927.002781365, -64305855.0016345 -31289927.002515633, -64305855.00208461 -31289927.002157405, -64305855.00245807 -31289927.001719847, -64305855.00274115 -31289927.001219053, -64305855.00292344 -31289927.000673432, -64305855.00299823 -31289927.00010305, -64305855.002962776 -31289926.999528877, -64305855.00281838 -31289926.998972032, -64305855.00257035 -31289926.99845298, -64305855.00222782 -31289926.997990813, -64305855.00180336 -31289926.997602526, -64305855.0013126 -31289926.997302394, -64.30398460165942 0.0026664368267687, -64.30341765722174 0.0028746864067164, -64.30282048931815 0.0029651539582224, -64.30221730274845 0.0029341725913523, -64.30163254626495 0.0027829980631196, -64.30108992159971 0.0025177578783195, -64.30061142277033 0.0021492029255001, -64.30021644460416 0.0016922717149196, -64.29992099661438 0.0011654848810842, -64.29973705409206 0.0005901944922836, -64.29967207271575 -1.0281405397410688e-5, -64.08267207271575 -31.166166112463397, -64.082672 -31.166187000020805, -64.299672 -31292413)))",false
161,Zona 161 (V16 - Lunes),sales,"Ruta ERP zona 161: vendedor 16, visita Lunes.",#C0392B,lunes,16,16,98,91,"MULTIPOLYGON (((-64.27868779261892 -31.96229499999283, -64.27925166363097 -31.9622415714502, -64.27979544284491 -31.962083112326514, -64.28029974724298 -31.961825270899485, -64.28074660088774 -31.961477237930428, -64.28112007567474 -31.96105141905945, -64.28140685908987 -31.96056299260624, -64.28159672873426 -31.960029368538628, -64.28168291670174 -31.959469567894065, -64.32403511670174 -31.232867967894062, -64.32403916171239 -31.23261447821868, -64.32212526171239 -31.15988787821868, -64.32206866196374 -31.15938155981488, -64.30350586196374 -31.066054959814878, -64.3035014596807 -31.06603324620064, -64.28136795968071 -30.958896046200643, -64.28120671106429 -30.95836727306737, -64.28095117701996 -30.957877064443455, -64.28061003440901 -30.95744206575177, -64.28019486699954 -30.957077047718126, -64.27971977213043 -30.95679440481955, -64.27920088202501 -30.95660373441998, -64.27865581600864 -30.95651151088415, -64.27317401600864 -30.95609771088415, -64.27294819115588 -30.956089200000015, 13813.000000008844 -30.997000000000014, 13813.000585266385 -30.997057643247693, 13813.001148033498 -30.99722835444372, 13813.001666684342 -30.997505573552612, 13813.002121288373 -30.997878647686726, 13813.00249437621 -30.998333240472032, 13813.00277161095 -30.998851882961734, 13813.00294233911 -30.99941464492739, 13813.002999999999 -30.999999900731382, 13813.002942377841 -31.000585160350035, 13813.002771686926 -31.00114793361309, 13813.002494486509 -31.0016665944488, 13813.002121428757 -31.00212121192372, 13813.001666849417 -31.00249431614229, 13813.00114821692 -31.00277156957441, 13813.000585461106 -31.00294231801347, 13813.000000207381 -31.00299999999283, -64.27868779261892 -31.96229499999283)))",false
162,Zona 162 (V16 - Martes),sales,"Ruta ERP zona 162: vendedor 16, visita Martes.",#C0392B,martes,16,16,13,13,"MULTIPOLYGON (((-64.25664193809166 -31.34637860307251, -64.2561741787797 -31.34672398536053, -64.25578183135221 -31.347153113773643, -64.25547963445796 -31.34764986797433, -64.25527894021387 -31.34819558724208, -64.25518728775944 -31.34876977146896, -64.25520812004658 -31.349350851252307, -64.25534065450418 -31.349916998155813, -64.2555799124356 -31.350446944701275, -64.25591690604492 -31.35092078328781, -64.25633897606612 -31.351320714026812, -64.25683026731231 -31.35163171340016, -64.2573723242805 -31.351842098623123, -64.25794478443812 -31.35194396651172, -64.25852614314772 -31.35193349036816, -64.27506447648072 -31.35002182370216, -64.27533359484853 -31.34997824654193, -64.28695526151553 -31.34754991320793, -64.28748222363336 -31.347388063915687, -64.28797067493811 -31.347132526071295, -64.28840412291125 -31.346791927889267, -64.28931078957724 -31.345933594556268, -64.28969690962128 -31.345488341905234, -64.28998853132215 -31.34497619407966, -64.29017440007134 -31.344416916492285, -64.29024734260291 -31.343832093443194, -64.29020454383269 -31.343244295113042, -64.29004765550125 -31.34267620650805, -64.28978273242811 -31.342149751973473, -64.28941999883685 -31.341685249063442, -64.2889734537699 -31.34130062442194, -64.28846033082101 -31.34101072193664, -64.28790043303603 -31.340826729866066, -64.27407709970304 -31.337748396533065, -64.2733433975519 -31.337677776698953, -64.2718733975519 -31.337717776698952, -64.27136549388183 -31.337775156419415, -64.27087470282574 -31.337917924446778, -64.27041527142467 -31.338141936406508, -64.25664193809166 -31.34637860307251)))",false
163,Zona 163 (V16 - Miércoles),sales,"Ruta ERP zona 163: vendedor 16, visita Miércoles.",#C0392B,miercoles,16,16,17,17,"MULTIPOLYGON (((-64.27454898545543 -31.33129903454339, -64.27504239452273 -31.331534373748827, -64.2755703171268 -31.331676270801005, -64.27611522406396 -31.33172001413366, -64.28841006073097 -31.33158314746666, -64.28900102037773 -31.331517644571417, -64.28956745513787 -31.331336880648312, -64.29008711520645 -31.33104795618324, -64.29053958810886 -31.33066222025547, -64.29090710051173 -31.33019482474082, -64.29117521636728 -31.329664129139374, -64.29133340396753 -31.329090979406306, -64.29184063730052 -31.326136646073305, -64.29188269304272 -31.32554391012452, -64.29177719304272 -31.32182581012452, -64.29168329803237 -31.3211615219769, -64.29144412745242 -31.320534710641873, -64.28746252745242 -31.312822210641873, -64.28718539342067 -31.31238329078271, -64.28683674651705 -31.31199871406616, -64.27698994651706 -31.30286698073316, -64.27653173529357 -31.30251752691778, -64.27601516234458 -31.302262129418235, -64.27545928780533 -31.302110211706857, -64.27488462193278 -31.302067379133547, -64.2743123683329 -31.30213521210363, -64.27376364160536 -31.30231120776521, -64.2732586882723 -31.302588872357585, -64.27281613973683 -31.302957960813334, -64.27245232483492 -31.303404854773408, -64.27218066734581 -31.3039130650675, -64.27201119069117 -31.30446384011954, -64.26780952402417 -31.32494717345254, -64.26774835520388 -31.32556145533776, -64.26781421341055 -31.32617525217361, -64.26800431003309 -31.32676257417488, -64.26831059587661 -31.327298552571037, -64.26872010198649 -31.327760492615912, -64.26921548878843 -31.328128834543392, -64.27454898545543 -31.33129903454339)))",false
165,Zona 165 (V16 - Viernes),sales,"Ruta ERP zona 165: vendedor 16, visita Viernes.",#C0392B,viernes,16,16,25,25,"MULTIPOLYGON (((-64.24856626890647 -31.341101296343904, -64.24893872762465 -31.34161124900932, -64.24940968161465 -31.342031938392363, -64.24995826357407 -31.342344724343963, -64.25056016661539 -31.342535747762838, -64.25118872126971 -31.3425965446726, -64.34380505460271 -31.3417612780056, -64.34440548854406 -31.341695042467492, -64.34498048074872 -31.341509861396666, -64.345506717962 -31.341213243022683, -64.34596286371689 -31.340817213838516, -64.34633042342845 -31.34033783098228, -64.34659449426303 -31.339794531195103, -64.34674436937873 -31.33920934275185, -64.34677397203794 -31.338605992317206, -64.34668210199078 -31.33800894293997, -64.31960820199077 -31.233517442939974, -64.31940153109952 -31.23295693942811, -64.31908789895965 -31.232448498748237, -64.31867974202797 -31.232012282101127, -64.31819324495326 -31.231665586787624, -64.31764769880643 -31.23142216031869, -64.3170647361315 -31.231291655285297, -64.31646747315027 -31.23127924660417, -64.31587959313468 -31.231385426316802, -64.31532440729387 -31.23160598407853, -64.31482393041469 -31.231932174111346, -64.31439800790929 -31.232351062000284, -64.2411005745763 -31.320441162000286, -64.24072719444408 -31.321010767400846, -64.24049191521397 -31.321649912704636, -64.24040686325681 -31.322325656147125, -64.2403635299228 -31.326110656147126, -64.2404053169477 -31.326645139044977, -64.24054156925246 -31.32716364982885, -64.24076793557246 -31.327649629676905, -64.24856626890647 -31.341101296343904)))",false
166,Zona 166 (V16 - Sábado),sales,"Ruta ERP zona 166: vendedor 16, visita Sábado.",#C0392B,sabado,16,16,6,6,"MULTIPOLYGON (((-64.26884547030308 -31.319802084556322, -64.26885009928289 -31.320388391472136, -64.26896868025482 -31.32096260030181, -64.26919668372581 -31.321502777721, -64.26952540054019 -31.321988290319116, -64.26994227454742 -31.32240059274342, -64.27043138221524 -31.322723936084568, -64.27097404086834 -31.322945969445097, -64.2715495223193 -31.32305821171245, -64.27213584463286 -31.32305637551603, -64.31424251129985 -31.318788708849027, -64.31480568496427 -31.318676383947636, -64.31533713786744 -31.318458808049435, -64.3158173963078 -31.31814395365413, -64.31622886247094 -31.317743357777502, -64.31655645925552 -31.31727169920767, -64.34007725925552 -31.27534129920767, -64.34031685845304 -31.27479171225506, -64.34044238870882 -31.274205456552476, -64.34044883643384 -31.2736059467354, -64.34033594411054 -31.273017126799203, -64.34010822057793 -31.272462513793016, -64.33977476095185 -31.271964258565546, -64.3393488833724 -31.27154226107593, -64.33884759708695 -31.271213375603523, -64.33829092311296 -31.270990737600005, -64.27838802311297 -31.253741637600005, -64.27781163533402 -31.25363524952868, -64.27722556215896 -31.253642964898848, -64.27665217473634 -31.253764489205132, -64.27611335998355 -31.25399518371228, -64.27562968513584 -31.254326242521465, -64.27521961266908 -31.254745028702526, -64.27489879556389 -31.25523555666142, -64.27467947981172 -31.255779102330433, -64.27457003697008 -31.256354917889322, -64.26884547030308 -31.319802084556322)))",false
191,Zona 191 (V19 - Lunes),sales,"Ruta ERP zona 191: vendedor 19, visita Lunes.",#F39C12,lunes,19,19,269,266,"MULTIPOLYGON (((-64.17934404322287 -31.498222068452726, -64.17992510981982 -31.49834117172303, -64.18051825227049 -31.49834362372003, -64.5126439303525 -31.46673470516603, -64.51318204516792 -31.466633290713443, -64.51369276196004 -31.46643575387122, -64.51415906520891 -31.466148675962167, -64.51456541911794 -31.465781621543307, -64.51489828521893 -31.465346819744102, -64.51514657343252 -31.46485875682933, -64.51530201155556 -31.46433369356106, -64.52382581155555 -31.421498593561058, -64.523883462281 -31.42089805631415, -64.52381979166817 -31.420298127448262, -64.5236373746174 -31.419723068659394, -64.52334358824835 -31.4191961358739, -64.33349108824835 -31.1471730358739, -64.33304719550792 -31.146668523987564, -64.07798786217492 -30.915178523987564, -64.07750174991331 -30.91481952615604, -64.07695355289633 -30.914565233795766, -64.07636551480108 -30.914425965089766, -64.07576149589883 -30.91440737101394, -64.07516600489907 -30.914510206042692, -64.07460320448259 -30.914730297535336, -64.07409593087496 -30.915058715045436, -64.07366476724246 -30.915482132683152, -64.0733272085081 -30.915983369827423, -64.07309695147666 -30.916542088247912, -63.946268618142646 -31.34152208824791, -63.946159744152745 -31.342066638222718, -63.94615310391381 -31.342621925650963, -63.946248924956 -31.343168923410204, -63.946443923937025 -31.343688888426467, -63.946731419147014 -31.3441640039124, -63.94710155945972 -31.34457798986585, -64.07771989279371 -31.465912989865853, -64.0780967221195 -31.466210588037672, -64.07851620455203 -31.466444253399775, -64.08147453788503 -31.467794253399774, -64.08183002130487 -31.467929949898725, -64.17934404322287 -31.498222068452726)))",false
